,SPENDMONEY,SPENDTIMES
3782,9208,194
3783,300,6
3784,2595,56
3785,16099,331
3786,10195,208
3787,6236,128
3788,1645,37
3789,26867,548
3790,7604,157
3791,15572,318
3792,1768,37
3793,650,13
3794,3045,65
3795,28893,600
3796,250,5
3797,200,4
3798,6477,132
3799,8336,170
3800,3972,86
3801,3177,66
3802,13204,269
3803,12599,261
3804,200,4
3805,12226,256
3806,1986,43
3807,700,14
3808,15440,317
3809,450,9
3810,18858,387
3811,2300,46
3812,4331,94
3813,709,15
3814,1009,21
3815,2618,54
3816,23516,490
3817,659,14
3818,550,11
3819,1554,36
3820,550,11
3821,850,17
3822,4027,83
3823,14458,299
3824,13117,273
3825,21671,449
3826,8463,175
3827,1150,23
3828,609,13
3829,1400,28
3830,5186,107
3831,200,4
3832,750,15
3833,350,7
3834,8876,189
3835,16526,342
3836,400,8
3837,2818,58
3838,650,13
3839,3277,68
3840,17354,352
3841,700,14
3842,11058,231
3843,1068,23
3844,3036,64
3845,700,14
3846,15944,332
3847,9895,202
3848,3913,84
3849,13263,271
3850,1477,32
3851,900,18
3852,309,7
3853,3909,79
3854,409,9
3855,7967,170
3856,8145,167
3857,250,5
3858,200,4
3859,13563,277
3860,850,17
3861,11540,239
3862,5086,105
3863,759,16
3864,900,18
3865,8022,167
3866,4568,93
3867,1900,38
3868,24681,501
3869,6613,138
3870,15540,319
3871,16636,336
3872,60933,1249
3873,1850,37
3874,677,16
3875,1536,34
3876,3004,65
3877,409,9
3878,10813,222
3879,16971,355
3880,5804,121
3881,800,16
3882,18258,375
3883,11903,252
3884,950,19
3885,1150,23
3886,10154,208
3887,150,3
3888,2468,51
3889,2636,56
3890,5877,120
3891,21876,449
3892,400,8
3893,450,9
3894,21094,435
3895,40547,838
3896,7404,153
3897,26607,551
3898,550,11
3899,3095,66
3900,450,9
3901,2350,47
3902,300,6
3903,11531,238
3904,350,7
3905,950,19
3906,3336,70
3907,5854,122
3908,1700,34
3909,3836,80
3910,7572,158
3911,5972,126
3912,10636,216
3913,7445,153
3914,568,13
3915,31031,628
3916,2100,42
3917,409,9
3918,1909,39
3919,450,9
3920,13063,267
3921,8649,182
3922,1800,36
3923,34516,710
3924,509,11
3925,200,4
3926,32361,671
3927,1477,32
3928,15136,306
3929,200,4
3930,700,14
3931,8422,175
3932,5863,123
3933,5904,123
3934,12781,263
3935,2150,43
3936,3777,78
3937,5086,105
3938,550,11
3939,350,7
3940,509,11
3941,759,16
3942,11572,238
3943,8613,178
3944,500,10
3945,250,5
3946,2445,53
3947,859,18
3948,750,15
3949,959,20
3950,500,10
3951,9340,195
3952,5827,119
3953,8222,171
3954,7022,147
3955,1877,40
3956,4695,98
3957,3845,81
3958,7777,158
3959,34803,710
3960,7827,159
3961,450,9
3962,559,12
3963,8854,182
3964,2627,55
3965,5231,112
3966,9081,189
3967,12154,248
3968,7077,144
3969,3145,67
3970,809,17
3971,700,14
3972,1109,23
3973,12981,267
3974,13799,285
3975,300,6
3976,459,10
3977,400,8
3978,5500,110
3979,11749,244
3980,1918,40
3981,1259,26
3982,200,4
3983,16185,336
3984,8181,171
3985,13681,281
3986,500,10
3987,450,9
3988,10831,224
3989,400,8
3990,11322,233
3991,8449,178
3992,400,8
3993,2654,58
3994,10472,216
3995,1018,22
3996,24844,510
3997,4377,90
3998,250,5
3999,359,8
4000,950,19
4001,1350,27
4002,150,3
4003,350,7
4004,2409,49
4005,24462,504
4006,12940,267
4007,19544,404
4008,2750,55
4009,2227,47
4010,300,6
4011,500,10
4012,8354,172
4013,200,4
4014,650,13
4015,6663,139
4016,8540,179
4017,11490,238
4018,200,4
4019,7236,148
4020,900,18
4021,35229,730
4022,13840,285
4023,1150,23
4024,17058,351
4025,1477,32
4026,1618,34
4027,4213,90
4028,550,11
4029,200,4
4030,1300,26
4031,5881,125
4032,7163,149
4033,1850,37
4034,14472,296
4035,309,7
4036,4636,96
4037,1209,25
4038,7817,167
4039,300,6
4040,25807,535
4041,359,8
4042,250,5
4043,5754,120
4044,11540,239
4045,7240,153
4046,900,18
4047,2395,52
4048,12422,255
4049,450,9
4050,550,11
4051,1800,36
4052,6563,137
4053,1309,27
4054,1600,32
4055,350,7
4056,600,12
4057,2750,55
4058,6254,130
4059,7295,150
4060,800,16
4061,3654,78
4062,1577,34
4063,1450,29
4064,1827,39
4065,1259,26
4066,1100,22
4067,350,7
4068,150,3
4069,1050,21
4070,1650,33
4071,12844,270
4072,450,9
4073,459,10
4074,1300,26
4075,14790,304
4076,700,14
4077,1068,23
4078,10271,221
4079,850,17
4080,10999,229
4081,300,6
4082,550,11
4083,8631,180
4084,3468,71
4085,1795,40
4086,3518,72
4087,37944,772
4088,5554,116
4089,1527,33
4090,300,6
4091,7568,153
4092,550,11
4093,4686,97
4094,19099,391
4095,850,17
4096,1000,20
4097,500,10
4098,618,14
4099,950,19
4100,1000,20
4101,53988,1106
4102,16399,337
4103,350,7
4104,7254,150
4105,3486,73
4106,200,4
4107,9222,191
4108,350,7
4109,10081,209
4110,43905,915
4111,3018,62
4112,609,13
4113,409,9
4114,1359,28
4115,5963,125
4116,1150,23
4117,20353,421
4118,968,21
4119,10845,221
4120,14904,303
4121,1500,30
4122,559,12
4123,1250,25
4124,23271,481
4125,1000,20
4126,43287,901
4127,677,16
4128,26793,558
4129,6904,143
4130,250,5
4131,8954,184
4132,2177,46
4133,1050,21
4134,309,7
4135,18299,375
4136,22962,474
4137,150,3
4138,1018,22
4139,1995,44
4140,6313,132
4141,2150,43
4142,718,16
4143,1327,29
4144,977,22
4145,4672,100
4146,4745,99
4147,3422,75
4148,600,12
4149,300,6
4150,1200,24
4151,14544,304
4152,26640,541
4153,300,6
4154,4122,89
4155,350,7
4156,809,17
4157,16104,327
4158,550,11
4159,1459,30
4160,1277,28
4161,650,13
4162,1550,31
4163,5954,124
4164,309,7
4165,2768,57
4166,1927,41
4167,1600,32
4168,1650,33
4169,25130,519
4170,4286,89
4171,2150,43
4172,650,13
4173,450,9
4174,400,8
4175,659,14
4176,550,11
4177,1218,26
4178,950,19
4179,11090,230
4180,550,11
4181,11567,242
4182,6213,130
4183,2095,46
4184,6468,131
4185,409,9
4186,650,13
4187,350,7
4188,7854,162
4189,3209,65
4190,3309,67
4191,5518,112
4192,4345,91
4193,550,11
4194,4945,103
4195,300,6
4196,400,8
4197,1836,40
4198,718,16
4199,21458,439
4200,1427,31
4201,3876,89
4202,150,3
4203,550,11
4204,950,19
4205,1109,23
4206,11040,229
4207,1850,37
4208,559,12
4209,1568,33
4210,968,21
4211,500,10
4212,4086,85
4213,400,8
4214,1000,20
4215,2536,54
4216,800,16
4217,4418,90
4218,150,3
4219,27607,571
4220,900,18
4221,1118,24
4222,5304,111
4223,1477,32
4224,250,5
4225,4245,89
4226,8122,169
4227,1468,31
4228,13172,270
4229,2349,56
4230,21675,454
4231,7054,146
4232,1650,33
4233,10190,212
4234,1736,38
4235,200,4
4236,700,14
4237,8472,176
4238,2795,60
4239,700,14
4240,900,18
4241,250,5
4242,1677,36
4243,15258,315
4244,1150,23
4245,150,3
4246,1018,22
4247,27967,570
4248,10995,224
4249,18749,384
4250,6595,136
4251,300,6
4252,6063,127
4253,300,6
4254,850,17
4255,200,4
4256,200,4
4257,1050,21
4258,409,9
4259,13826,288
4260,7040,149
4261,2618,54
4262,150,3
4263,2209,45
4264,17312,361
4265,1327,29
4266,5904,123
4267,409,9
4268,16999,349
4269,609,13
4270,6095,126
4271,350,7
4272,19476,401
4273,12699,263
4274,13545,275
4275,11981,247
4276,150,3
4277,909,19
4278,2400,48
4279,550,11
4280,450,9
4281,5663,119
4282,2018,42
4283,200,4
4284,900,18
4285,3504,75
4286,1018,22
4287,727,17
4288,1027,23
4289,650,13
4290,600,12
4291,7063,147
4292,700,14
4293,7995,164
4294,800,16
4295,14672,300
4296,14649,302
4297,24381,495
4298,150,3
4299,4722,101
4300,150,3
4301,850,17
4302,550,11
4303,650,13
4304,6404,133
4305,1268,27
4306,509,11
4307,18158,373
4308,450,9
4309,3418,70
4310,450,9
4311,16013,326
4312,409,9
4313,10899,227
4314,900,18
4315,4354,92
4316,1450,29
4317,1395,32
4318,1200,24
4319,450,9
4320,500,10
4321,1386,31
4322,14949,308
4323,9118,184
4324,9404,193
4325,359,8
4326,4518,92
4327,2304,51
4328,250,5
4329,700,14
4330,750,15
4331,1100,22
4332,31017,631
4333,3500,70
4334,13213,270
4335,2350,47
4336,19244,398
4337,950,19
4338,5713,120
4339,400,8
4340,1209,25
4341,1500,30
4342,2786,59
4343,3745,79
4344,350,7
4345,3368,69
4346,400,8
4347,23180,480
4348,5186,107
4349,250,5
4350,31476,641
4351,3427,71
4352,150,3
4353,6790,144
4354,2727,57
4355,9927,201
4356,709,15
4357,4522,97
4358,2727,57
4359,250,5
4360,7222,151
4361,24157,502
4362,19235,397
4363,14272,292
4364,1427,31
4365,1309,27
4366,250,5
4367,3895,82
4368,1309,27
4369,2527,53
4370,1400,28
4371,150,3
4372,300,6
4373,5686,117
4374,19990,408
4375,1400,28
4376,559,12
4377,10099,211
4378,400,8
4379,650,13
4380,809,17
4381,650,13
4382,900,18
4383,3795,80
4384,350,7
4385,650,13
4386,250,5
4387,11004,225
4388,6213,130
4389,959,20
4390,4318,88
4391,1968,41
4392,609,13
4393,1750,35
4394,859,18
4395,18231,372
4396,8631,180
4397,10590,220
4398,150,3
4399,11054,226
4400,4427,91
4401,3518,72
4402,200,4
4403,700,14
4404,6954,144
4405,600,12
4406,877,20
4407,1100,22
4408,600,12
4409,2436,52
4410,450,9
4411,950,19
4412,150,3
4413,700,14
4414,650,13
4415,15540,319
4416,1859,38
4417,6836,140
4418,1800,36
4419,909,19
4420,500,10
4421,1836,40
4422,1250,25
4423,16599,341
4424,309,7
4425,2150,43
4426,968,21
4427,2450,49
4428,4095,86
4429,3777,78
4430,6345,131
4431,5186,107
4432,200,4
4433,250,5
4434,1436,32
4435,16930,355
4436,21035,433
4437,5331,114
4438,1200,24
4439,1300,26
4440,6422,135
4441,150,3
4442,27935,571
4443,5872,124
4444,850,17
4445,9631,200
4446,3795,80
4447,600,12
4448,16777,338
4449,1068,23
4450,3377,70
4451,1000,20
4452,250,5
4453,6036,124
4454,659,14
4455,33617,683
4456,600,12
4457,2586,55
4458,4045,85
4459,1568,33
4460,1777,38
4461,827,19
4462,3327,69
4463,1150,23
4464,2745,59
4465,150,3
4466,850,17
4467,409,9
4468,20330,423
4469,2718,56
4470,10935,231
4471,17035,353
4472,450,9
4473,750,15
4474,1100,22
4475,12472,256
4476,400,8
4477,700,14
4478,950,19
4479,150,3
4480,3295,70
4481,28830,593
4482,450,9
4483,500,10
4484,6977,142
4485,659,14
4486,5268,107
4487,750,15
4488,700,14
4489,250,5
4490,800,16
4491,468,11
4492,900,18
4493,300,6
4494,5904,123
4495,250,5
4496,500,10
4497,250,5
4498,1400,28
4499,2018,42
4500,1550,31
4501,1359,28
4502,1450,29
4503,9490,198
4504,6131,130
4505,3845,81
4506,2918,60
4507,500,10
4508,4495,94
4509,1450,29
4510,1350,27
4511,17803,370
4512,550,11
4513,809,17
4514,600,12
4515,709,15
4516,600,12
4517,6436,132
4518,5154,108
4519,250,5
4520,1359,28
4521,8504,175
4522,2200,44
4523,6717,145
4524,15967,330
4525,7004,145
4526,350,7
4527,1118,24
4528,2954,64
4529,5404,113
4530,1100,22
4531,5518,112
4532,250,5
4533,1718,36
4534,800,16
4535,2218,46
4536,809,17
4537,1150,23
4538,150,3
4539,1950,39
4540,550,11
4541,18103,376
4542,650,13
4543,2168,45
4544,250,5
4545,350,7
4546,350,7
4547,12168,245
4548,150,3
4549,450,9
4550,4913,104
4551,22049,450
4552,250,5
4553,809,17
4554,11649,242
4555,3063,67
4556,12031,248
4557,150,3
4558,15953,333
4559,900,18
4560,459,10
4561,900,18
4562,1250,25
4563,550,11
4564,818,18
4565,150,3
4566,1068,23
4567,400,8
4568,709,15
4569,659,14
4570,350,7
4571,1100,22
4572,32875,678
4573,400,8
4574,1200,24
4575,150,3
4576,5072,108
4577,350,7
4578,800,16
4579,2300,46
4580,250,5
4581,250,5
4582,12449,258
4583,900,18
4584,350,7
4585,5668,115
4586,250,5
4587,18276,377
4588,2877,60
4589,16336,330
4590,25275,526
4591,2750,55
4592,2927,61
4593,950,19
4594,450,9
4595,350,7
4596,300,6
4597,650,13
4598,5845,121
4599,150,3
4600,400,8
4601,1250,25
4602,8267,176
4603,1927,41
4604,4004,85
4605,7145,147
4606,1009,21
4607,3336,70
4608,21012,435
4609,11013,226
4610,350,7
4611,500,10
4612,2559,52
4613,7040,149
4614,2186,47
4615,900,18
4616,827,19
4617,700,14
4618,1450,29
4619,750,15
4620,700,14
4621,250,5
4622,5236,108
4623,700,14
4624,950,19
4625,800,16
4626,1259,26
4627,35415,737
4628,1777,38
4629,23757,494
4630,2309,47
4631,1700,34
4632,2413,54
4633,1018,22
4634,309,7
4635,750,15
4636,26112,537
4637,1800,36
4638,200,4
4639,1000,20
4640,8894,191
4641,1400,28
4642,1300,26
4643,609,13
4644,6886,141
4645,250,5
4646,1100,22
4647,1300,26
4648,6004,125
4649,1818,38
4650,1000,20
4651,26544,544
4652,12039,258
4653,1250,25
4654,300,6
4655,20503,424
4656,550,11
4657,2668,55
4658,400,8
4659,15363,313
4660,1886,41
4661,9281,193
4662,250,5
4663,2359,48
4664,2186,47
4665,500,10
4666,2686,57
4667,14063,287
4668,10272,212
4669,3259,66
4670,16740,343
4671,1050,21
4672,250,5
4673,200,4
4674,26749,544
4675,6599,141
4676,18980,396
4677,1827,39
4678,38365,796
4679,12004,245
4680,500,10
4681,600,12
4682,3150,63
4683,2959,60
4684,200,4
4685,1300,26
4686,309,7
4687,768,17
4688,28053,575
4689,11499,239
4690,3781,83
4691,1068,23
4692,14749,304
4693,1927,41
4694,4668,95
4695,9395,192
4696,1068,23
4697,10572,218
4698,8531,178
4699,1068,23
4700,14476,301
4701,1727,37
4702,6740,143
4703,868,19
4704,609,13
4705,750,15
4706,28738,601
4707,950,19
4708,6436,132
4709,600,12
4710,950,19
4711,659,14
4712,750,15
4713,3109,63
4714,500,10
4715,20795,420
4716,11672,240
4717,600,12
4718,1668,35
4719,400,8
4720,900,18
4721,4754,100
4722,7881,165
4723,12667,264
4724,27629,578
4725,700,14
4726,1300,26
4727,6590,140
4728,16404,333
4729,659,14
4730,150,3
4731,559,12
4732,24353,501
4733,1000,20
4734,15153,317
4735,8349,176
4736,6881,145
4737,150,3
4738,14022,287
4739,409,9
4740,10399,217
4741,23062,476
4742,559,12
4743,600,12
4744,350,7
4745,1686,37
4746,46906,966
4747,1936,42
4748,950,19
4749,950,19
4750,31398,646
4751,3018,62
4752,250,5
4753,550,11
4754,2327,49
4755,859,18
4756,250,5
4757,1350,27
4758,36621,748
4759,300,6
4760,150,3
4761,3845,81
4762,13494,283
4763,14199,293
4764,700,14
4765,1377,30
4766,34461,713
4767,2718,56
4768,2386,51
4769,1200,24
4770,759,16
4771,1018,22
4772,250,5
4773,300,6
4774,7972,166
4775,150,3
4776,1159,24
4777,700,14
4778,250,5
4779,1468,31
4780,10136,206
4781,41384,849
4782,7877,160
4783,500,10
4784,2018,42
4785,359,8
4786,3454,74
4787,16067,332
4788,25103,516
4789,650,13
4790,550,11
4791,700,14
4792,9744,208
4793,1650,33
4794,409,9
4795,450,9
4796,900,18
4797,600,12
4798,450,9
4799,359,8
4800,777,18
4801,800,16
4802,1568,33
4803,2300,46
4804,14653,307
4805,309,7
4806,3536,74
4807,450,9
4808,8049,170
4809,5113,108
4810,12285,258
4811,350,7
4812,8145,167
4813,2886,61
4814,450,9
4815,1509,31
4816,60079,1227
4817,2550,51
4818,1200,24
4819,7636,156
4820,500,10
4821,5354,112
4822,809,17
4823,400,8
4824,877,20
4825,900,18
4826,2168,45
4827,3227,67
4828,10358,217
4829,200,4
4830,10940,227
4831,809,17
4832,2050,41
4833,18167,374
4834,350,7
4835,2059,42
4836,1877,40
4837,2650,53
4838,10181,211
4839,18148,381
4840,1468,31
4841,600,12
4842,1400,28
4843,1250,25
4844,1359,28
4845,9413,194
4846,10372,214
4847,29039,598
4848,2504,55
4849,1600,32
4850,23234,486
4851,2900,58
4852,11513,236
4853,950,19
4854,600,12
4855,4327,89
4856,6245,129
4857,12340,255
4858,4977,102
4859,1786,39
4860,1100,22
4861,200,4
4862,350,7
4863,2586,55
4864,12813,262
4865,9731,202
4866,2745,59
4867,10740,223
4868,16067,332
4869,759,16
4870,15713,320
4871,1418,30
4872,1618,34
4873,718,16
4874,2050,41
4875,859,18
4876,28353,581
4877,3204,69
4878,7527,153
4879,25758,525
4880,500,10
4881,1200,24
4882,11231,232
4883,500,10
4884,609,13
4885,5904,123
4886,300,6
4887,16258,335
4888,250,5
4889,659,14
4890,850,17
4891,10563,217
4892,600,12
4893,450,9
4894,568,13
4895,1800,36
4896,16576,343
4897,36743,757
4898,1450,29
4899,3827,79
4900,1918,40
4901,836,20
4902,1977,42
4903,1450,29
4904,12849,266
4905,8204,169
4906,14590,300
4907,7304,151
4908,1145,27
4909,550,11
4910,5036,104
4911,2436,52
4912,350,7
4913,10486,213
4914,2345,51
4915,18080,378
4916,14130,299
4917,559,12
4918,10331,214
4919,800,16
4920,700,14
4921,1250,25
4922,568,13
4923,250,5
4924,2218,46
4925,3127,65
4926,350,7
4927,350,7
4928,450,9
4929,4495,94
4930,7295,150
4931,1786,39
4932,7427,151
4933,3136,66
4934,1477,32
4935,6218,126
4936,900,18
4937,1300,26
4938,750,15
4939,3386,71
4940,900,18
4941,7490,158
4942,1100,22
4943,300,6
4944,450,9
4945,1159,24
4946,4963,105
4947,459,10
4948,5745,119
4949,450,9
4950,1286,29
4951,1450,29
4952,300,6
4953,20898,436
4954,600,12
4955,3577,74
4956,16935,351
4957,559,12
4958,7013,146
4959,7144,156
4960,827,19
4961,700,14
4962,4036,84
4963,9363,193
4964,1250,25
4965,300,6
4966,5836,120
4967,7654,158
4968,850,17
4969,350,7
4970,12354,252
4971,1100,22
4972,400,8
4973,2068,43
4974,3618,74
4975,6077,124
4976,1736,38
4977,827,19
4978,28531,578
4979,1050,21
4980,13240,273
4981,250,5
4982,400,8
4983,13985,292
4984,1700,34
4985,11649,242
4986,32812,671
4987,4245,89
4988,2050,41
4989,10904,223
4990,7813,162
4991,5236,108
4992,350,7
4993,7286,149
4994,450,9
4995,1400,28
4996,300,6
4997,16531,338
4998,300,6
4999,6227,127
5000,8490,178
5001,959,20
5002,800,16
5003,4336,90
5004,1650,33
5005,500,10
5006,7222,151
5007,23117,473
5008,9290,194
5009,1250,25
5010,22076,453
5011,1577,34
5012,5545,115
5013,200,4
5014,500,10
5015,250,5
5016,350,7
5017,5086,105
5018,550,11
5019,700,14
5020,15445,313
5021,759,16
5022,1327,29
5023,4245,89
5024,26189,541
5025,150,3
5026,1395,32
5027,9263,191
5028,850,17
5029,4886,101
5030,709,15
5031,14845,301
5032,6495,134
5033,6063,127
5034,9326,198
5035,568,13
5036,20971,435
5037,5718,116
5038,3404,73
5039,200,4
5040,6727,137
5041,4390,96
5042,3136,66
5043,14322,293
5044,350,7
5045,450,9
5046,1250,25
5047,13644,286
5048,16585,344
5049,3345,71
5050,750,15
5051,20867,428
5052,500,10
5053,668,15
5054,5845,121
5055,7744,168
5056,23908,488
5057,650,13
5058,309,7
5059,1359,28
5060,300,6
5061,22121,458
5062,1527,33
5063,150,3
5064,9736,198
5065,12794,269
5066,400,8
5067,350,7
5068,1700,34
5069,13640,281
5070,6863,143
5071,1200,24
5072,150,3
5073,150,3
5074,300,6
5075,29289,603
5076,4031,88
5077,4572,98
5078,24703,508
5079,400,8
5080,750,15
5081,30239,622
5082,21948,457
5083,650,13
5084,7554,156
5085,5418,110
5086,1418,30
5087,627,15
5088,500,10
5089,450,9
5090,1150,23
5091,1245,29
5092,1250,25
5093,21254,430
5094,16494,343
5095,150,3
5096,1645,37
5097,18240,373
5098,2750,55
5099,16449,338
5100,950,19
5101,450,9
5102,718,16
5103,6972,146
5104,9381,195
5105,2150,43
5106,850,17
5107,4045,85
5108,6513,136
5109,2745,59
5110,6477,132
5111,250,5
5112,800,16
5113,200,4
5114,659,14
5115,600,12
5116,659,14
5117,2800,56
5118,250,5
5119,33175,684
5120,850,17
5121,2645,57
5122,4718,96
5123,1500,30
5124,1450,29
5125,14572,298
5126,4968,101
5127,450,9
5128,14013,286
5129,1350,27
5130,1000,20
5131,400,8
5132,2381,55
5133,16076,333
5134,1250,25
5135,12822,263
5136,2218,46
5137,10286,209
5138,1400,28
5139,1727,37
5140,309,7
5141,28902,601
5142,2354,52
5143,5518,112
5144,2831,64
5145,1500,30
5146,300,6
5147,10322,213
5148,7822,163
5149,409,9
5150,1418,30
5151,450,9
5152,2068,43
5153,4395,92
5154,350,7
5155,2268,47
5156,1968,41
5157,14221,300
5158,7677,156
5159,5436,112
5160,300,6
5161,700,14
5162,250,5
5163,909,19
5164,400,8
5165,1686,37
5166,1250,25
5167,5377,110
5168,200,4
5169,11149,232
5170,17553,365
5171,400,8
5172,2086,45
5173,150,3
5174,14340,295
5175,450,9
5176,5663,119
5177,1109,23
5178,518,12
5179,6295,130
5180,500,10
5181,600,12
5182,21158,433
5183,300,6
5184,4854,102
5185,250,5
5186,800,16
5187,650,13
5188,809,17
5189,2450,49
5190,11363,233
5191,1350,27
5192,2209,45
5193,1200,24
5194,200,4
5195,600,12
5196,5640,121
5197,450,9
5198,959,20
5199,1595,36
5200,1718,36
5201,500,10
5202,4213,90
5203,19626,404
5204,29175,604
5205,27962,574
5206,1650,33
5207,5836,120
5208,3177,66
5209,150,3
5210,1400,28
5211,350,7
5212,24707,513
5213,700,14
5214,850,17
5215,1100,22
5216,300,6
5217,11258,235
5218,6036,124
5219,29598,610
5220,2227,47
5221,20290,414
5222,20517,421
5223,4631,100
5224,150,3
5225,1300,26
5226,250,5
5227,300,6
5228,2622,59
5229,3127,65
5230,300,6
5231,450,9
5232,4113,88
5233,3677,76
5234,2568,53
5235,8095,166
5236,200,4
5237,10472,216
5238,1577,34
5239,1200,24
5240,200,4
5241,1000,20
5242,8363,173
5243,300,6
5244,2777,58
5245,5168,105
5246,600,12
5247,650,13
5248,9695,198
5249,1568,33
5250,2659,54
5251,400,8
5252,1909,39
5253,6286,129
5254,20553,425
5255,4054,86
5256,1109,23
5257,750,15
5258,509,11
5259,2027,43
5260,3554,76
5261,8463,175
5262,6136,126
5263,13531,278
5264,568,13
5265,809,17
5266,859,18
5267,1886,41
5268,1368,29
5269,15117,313
5270,2268,47
5271,1050,21
5272,1959,40
5273,6763,141
5274,12667,264
5275,609,13
5276,500,10
5277,2963,65
5278,3150,63
5279,1900,38
5280,800,16
5281,1700,34
5282,1000,20
5283,3177,66
5284,16531,338
5285,550,11
5286,11226,236
5287,700,14
5288,1468,31
5289,1100,22
5290,40012,815
5291,32966,679
5292,3800,76
5293,3250,65
5294,27058,551
5295,6295,130
5296,3145,67
5297,3277,68
5298,7913,164
5299,700,14
5300,200,4
5301,1286,29
5302,600,12
5303,13954,284
5304,8681,181
5305,5604,117
5306,409,9
5307,250,5
5308,300,6
5309,1477,32
5310,200,4
5311,950,19
5312,300,6
5313,2777,58
5314,250,5
5315,1745,39
5316,2250,45
5317,1250,25
5318,300,6
5319,1659,34
5320,1545,35
5321,4427,91
5322,550,11
5323,8981,187
5324,4695,98
5325,9427,191
5326,26858,547
5327,900,18
5328,600,12
5329,9608,202
5330,600,12
5331,31504,635
5332,150,3
5333,6986,143
5334,2950,59
5335,13822,283
5336,2300,46
5337,6486,133
5338,1859,38
5339,2318,48
5340,4777,98
5341,1600,32
5342,4336,90
5343,350,7
5344,650,13
5345,300,6
5346,10408,218
5347,918,20
5348,959,20
5349,13081,269
5350,1818,38
5351,12081,249
5352,450,9
5353,19862,412
5354,1600,32
5355,300,6
5356,950,19
5357,850,17
5358,7422,155
5359,900,18
5360,2127,45
5361,400,8
5362,409,9
5363,1200,24
5364,1586,35
5365,400,8
5366,1700,34
5367,3036,64
5368,459,10
5369,1568,33
5370,350,7
5371,150,3
5372,14640,301
5373,927,21
5374,3350,67
5375,1018,22
5376,4163,89
5377,5981,127
5378,1477,32
5379,500,10
5380,13813,282
5381,550,11
5382,150,3
5383,1100,22
5384,4145,87
5385,350,7
5386,759,16
5387,350,7
5388,200,4
5389,568,13
5390,11081,229
5391,300,6
5392,1500,30
5393,20758,425
5394,1150,23
5395,1800,36
5396,1918,40
5397,1600,32
5398,11213,230
5399,8699,183
5400,400,8
5401,5813,122
5402,32930,675
5403,450,9
5404,1077,24
5405,13085,274
5406,600,12
5407,29853,611
5408,24099,491
5409,1550,31
5410,600,12
5411,16081,329
5412,7063,147
5413,5595,116
5414,250,5
5415,9599,201
5416,10717,225
5417,1409,29
5418,2504,55
5419,150,3
5420,600,12
5421,21708,444
5422,950,19
5423,4818,98
5424,7818,158
5425,3386,71
5426,3304,71
5427,300,6
5428,6868,139
5429,2727,57
5430,400,8
5431,300,6
5432,3286,69
5433,800,16
5434,1509,31
5435,709,15
5436,250,5
5437,21940,447
5438,250,5
5439,1509,31
5440,4127,85
5441,24207,503
5442,8677,176
5443,500,10
5444,16271,341
5445,22685,466
5446,450,9
5447,600,12
5448,2150,43
5449,1168,25
5450,450,9
5451,1409,29
5452,2986,63
5453,8704,179
5454,1418,30
5455,2845,61
5456,759,16
5457,550,11
5458,4986,103
5459,700,14
5460,7722,161
5461,550,11
5462,1400,28
5463,2227,47
5464,1409,29
5465,2100,42
5466,800,16
5467,3436,72
5468,7922,165
5469,1177,26
5470,10154,208
5471,800,16
5472,10108,212
5473,12190,252
5474,450,9
5475,12436,252
5476,827,19
5477,450,9
5478,250,5
5479,150,3
5480,1150,23
5481,977,22
5482,7272,152
5483,1350,27
5484,1559,32
5485,600,12
5486,300,6
5487,1059,22
5488,200,4
5489,900,18
5490,17813,362
5491,809,17
5492,3522,77
5493,11731,242
5494,1850,37
5495,8313,172
5496,500,10
5497,18276,377
5498,1209,25
5499,4113,88
5500,16476,341
5501,4645,97
5502,550,11
5503,1750,35
5504,200,4
5505,8454,174
5506,6286,129
5507,4804,101
5508,1400,28
5509,4527,93
5510,350,7
5511,200,4
5512,9736,198
5513,600,12
5514,29234,606
5515,4518,92
5516,1100,22
5517,650,13
5518,25912,533
5519,1400,28
5520,300,6
5521,3818,78
5522,650,13
5523,15385,320
5524,3718,76
5525,23030,477
5526,3495,74
5527,1168,25
5528,550,11
5529,1000,20
5530,18717,385
5531,5245,109
5532,46302,949
5533,1800,36
5534,850,17
5535,8672,180
5536,1627,35
5537,3018,62
5538,54960,1132
5539,2000,40
5540,11222,231
5541,3931,86
5542,5204,109
5543,918,20
5544,550,11
5545,1668,35
5546,450,9
5547,6999,149
5548,1050,21
5549,18731,382
5550,5318,108
5551,18063,367
5552,4063,87
5553,14008,290
5554,23198,482
5555,26462,544
5556,21525,451
5557,10422,215
5558,3672,80
5559,5436,112
5560,300,6
5561,850,17
5562,1900,38
5563,2518,52
5564,150,3
5565,1177,26
5566,700,14
5567,200,4
5568,350,7
5569,7877,160
5570,550,11
5571,450,9
5572,500,10
5573,500,10
5574,16567,342
5575,8990,188
5576,11358,237
5577,7277,148
5578,28129,588
5579,1200,24
5580,1200,24
5581,32908,668
5582,10558,221
5583,150,3
5584,4699,103
5585,800,16
5586,1150,23
5587,20303,420
5588,8095,166
5589,5317,117
5590,2500,50
5591,2077,44
5592,1100,22
5593,659,14
5594,650,13
5595,1400,28
5596,1050,21
5597,2000,40
5598,1400,28
5599,250,5
5600,600,12
5601,5777,118
5602,15972,326
5603,8177,166
5604,1377,30
5605,2495,54
5606,14613,298
5607,8190,172
5608,300,6
5609,800,16
5610,10708,224
5611,4227,87
