,SPENDMONEY,SPENDTIMES
3990,2250,45
3991,550,11
3992,700,14
3993,150,3
3994,950,19
3995,400,8
3996,1050,21
3997,500,10
3998,1650,33
3999,450,9
4000,100,2
4001,950,19
4002,350,7
4003,1050,21
4004,350,7
4005,1050,21
4006,300,6
4007,950,19
4008,300,6
4009,400,8
4010,1700,34
4011,400,8
4012,100,2
4013,500,10
4014,200,4
4015,1100,22
4016,2400,48
4017,1850,37
4018,350,7
4019,400,8
4020,250,5
4021,1900,38
4022,1050,21
4023,350,7
4024,1200,24
4025,1100,22
4026,250,5
4027,600,12
4028,250,5
4029,200,4
4030,850,17
4031,100,2
4032,150,3
4033,450,9
4034,250,5
4035,400,8
4036,300,6
4037,450,9
4038,150,3
4039,250,5
4040,900,18
4041,900,18
4042,1550,31
4043,200,4
4044,1350,27
4045,150,3
4046,1350,27
4047,150,3
4048,1450,29
4049,2850,57
4050,100,2
4051,400,8
4052,350,7
4053,450,9
4054,450,9
4055,1000,20
4056,150,3
4057,800,16
4058,550,11
4059,100,2
4060,150,3
4061,600,12
4062,200,4
4063,750,15
4064,100,2
4065,200,4
4066,1300,26
4067,1050,21
4068,100,2
4069,700,14
4070,1900,38
4071,600,12
4072,1450,29
4073,1050,21
4074,600,12
4075,800,16
4076,300,6
4077,250,5
4078,200,4
4079,450,9
4080,150,3
4081,800,16
4082,450,9
4083,600,12
4084,900,18
4085,250,5
4086,750,15
4087,700,14
4088,2000,40
4089,1300,26
4090,150,3
4091,900,18
4092,900,18
4093,100,2
4094,1050,21
4095,1200,24
4096,150,3
4097,150,3
4098,500,10
4099,1250,25
4100,1750,35
4101,1600,32
4102,200,4
4103,900,18
4104,400,8
4105,350,7
4106,400,8
4107,800,16
4108,400,8
4109,1950,39
4110,200,4
4111,300,6
4112,2300,46
4113,200,4
4114,500,10
4115,1450,29
4116,400,8
4117,200,4
4118,400,8
4119,500,10
4120,1100,22
4121,300,6
4122,250,5
4123,1100,22
4124,1000,20
4125,600,12
4126,150,3
4127,550,11
4128,500,10
4129,100,2
4130,100,2
4131,1950,39
4132,200,4
4133,550,11
4134,400,8
4135,1000,20
4136,850,17
4137,1450,29
4138,550,11
4139,100,2
4140,800,16
4141,600,12
4142,1650,33
4143,150,3
4144,350,7
4145,150,3
4146,700,14
4147,950,19
4148,100,2
4149,350,7
4150,3200,64
4151,350,7
4152,400,8
4153,1850,37
4154,400,8
4155,1250,25
4156,1800,36
4157,600,12
4158,1850,37
4159,100,2
4160,600,12
4161,350,7
4162,800,16
4163,150,3
4164,500,10
4165,100,2
4166,100,2
4167,3700,74
4168,1150,23
4169,1700,34
4170,300,6
4171,2250,45
4172,300,6
4173,350,7
4174,300,6
4175,100,2
4176,200,4
4177,150,3
4178,2300,46
4179,200,4
4180,2400,48
4181,100,2
4182,1100,22
4183,600,12
4184,400,8
4185,1250,25
4186,450,9
4187,500,10
4188,1400,28
4189,600,12
4190,1750,35
4191,1250,25
4192,100,2
4193,1300,26
4194,150,3
4195,700,14
4196,750,15
4197,800,16
4198,700,14
4199,150,3
4200,1350,27
4201,300,6
4202,650,13
4203,100,2
4204,700,14
4205,450,9
4206,700,14
4207,550,11
4208,200,4
4209,750,15
4210,450,9
4211,600,12
4212,650,13
4213,150,3
4214,2450,49
4215,450,9
4216,600,12
4217,250,5
4218,800,16
4219,100,2
4220,150,3
4221,800,16
4222,1300,26
4223,550,11
4224,400,8
4225,250,5
4226,400,8
4227,600,12
4228,550,11
4229,500,10
4230,300,6
4231,500,10
4232,550,11
4233,2300,46
4234,400,8
4235,300,6
4236,150,3
4237,400,8
4238,100,2
4239,950,19
4240,800,16
4241,350,7
4242,250,5
4243,400,8
4244,550,11
4245,1900,38
4246,250,5
4247,550,11
4248,100,2
4249,750,15
4250,2650,53
4251,400,8
4252,650,13
4253,550,11
4254,1700,34
4255,750,15
4256,250,5
4257,600,12
4258,600,12
4259,150,3
4260,100,2
4261,400,8
4262,1150,23
4263,700,14
4264,600,12
4265,350,7
4266,150,3
4267,1650,33
4268,400,8
4269,1050,21
4270,200,4
4271,150,3
4272,1950,39
4273,350,7
4274,1000,20
4275,100,2
4276,150,3
4277,150,3
4278,1350,27
4279,600,12
4280,1200,24
4281,100,2
4282,300,6
4283,400,8
4284,1050,21
4285,200,4
4286,550,11
4287,300,6
4288,400,8
4289,1800,36
4290,150,3
4291,650,13
4292,450,9
4293,900,18
4294,1300,26
4295,100,2
4296,150,3
4297,250,5
4298,100,2
4299,1300,26
4300,1100,22
4301,3150,63
4302,1800,36
4303,800,16
4304,2750,55
4305,850,17
4306,350,7
4307,550,11
4308,100,2
4309,100,2
4310,600,12
4311,450,9
4312,1100,22
4313,1600,32
4314,250,5
4315,200,4
4316,1350,27
4317,500,10
4318,100,2
4319,400,8
4320,1750,35
4321,1300,26
4322,150,3
4323,650,13
4324,1550,31
4325,100,2
4326,1550,31
4327,1600,32
4328,100,2
4329,2750,55
4330,1850,37
4331,250,5
4332,550,11
4333,1000,20
4334,350,7
4335,400,8
4336,1600,32
4337,500,10
4338,1000,20
4339,1050,21
4340,300,6
4341,950,19
4342,700,14
4343,1300,26
4344,300,6
4345,150,3
4346,550,11
4347,2250,45
4348,350,7
4349,1650,33
4350,300,6
4351,300,6
4352,350,7
4353,150,3
4354,150,3
4355,100,2
4356,250,5
4357,100,2
4358,550,11
4359,1200,24
4360,1350,27
4361,500,10
4362,1350,27
4363,150,3
4364,300,6
4365,200,4
4366,100,2
4367,1550,31
4368,200,4
4369,100,2
4370,500,10
4371,100,2
4372,1500,30
4373,800,16
4374,650,13
4375,350,7
4376,500,10
4377,400,8
4378,350,7
4379,250,5
4380,1250,25
4381,200,4
4382,700,14
4383,200,4
4384,200,4
4385,550,11
4386,2400,48
4387,900,18
4388,250,5
4389,300,6
4390,950,19
4391,4100,82
4392,1550,31
4393,1800,36
4394,600,12
4395,1900,38
4396,400,8
4397,1900,38
4398,250,5
4399,350,7
4400,600,12
4401,1000,20
4402,200,4
4403,100,2
4404,150,3
4405,1200,24
4406,850,17
4407,600,12
4408,300,6
4409,1400,28
4410,100,2
4411,1500,30
4412,1000,20
4413,100,2
4414,850,17
4415,450,9
4416,1250,25
4417,800,16
4418,700,14
4419,300,6
4420,1000,20
4421,600,12
4422,550,11
4423,450,9
4424,850,17
4425,100,2
4426,600,12
4427,850,17
4428,800,16
4429,1650,33
4430,200,4
4431,200,4
4432,800,16
4433,650,13
4434,300,6
4435,2000,40
4436,2050,41
4437,1050,21
4438,350,7
4439,450,9
4440,750,15
4441,750,15
4442,300,6
4443,100,2
4444,1200,24
4445,900,18
4446,100,2
4447,350,7
4448,1500,30
4449,400,8
4450,2000,40
4451,100,2
4452,750,15
4453,250,5
4454,300,6
4455,500,10
4456,400,8
4457,1400,28
4458,250,5
4459,100,2
4460,1200,24
4461,800,16
4462,550,11
4463,1000,20
4464,1200,24
4465,100,2
4466,200,4
4467,250,5
4468,300,6
4469,450,9
4470,2400,48
4471,1500,30
4472,250,5
4473,2300,46
4474,450,9
4475,1100,22
4476,200,4
4477,1300,26
4478,850,17
4479,100,2
4480,500,10
4481,150,3
4482,950,19
4483,1200,24
4484,3100,62
4485,550,11
4486,1150,23
4487,450,9
4488,700,14
4489,650,13
4490,500,10
4491,500,10
4492,200,4
4493,700,14
4494,650,13
4495,1200,24
4496,550,11
4497,400,8
4498,1100,22
4499,450,9
4500,250,5
4501,100,2
4502,100,2
4503,600,12
4504,450,9
4505,850,17
4506,250,5
4507,2350,47
4508,300,6
4509,350,7
4510,100,2
4511,1900,38
4512,1900,38
4513,650,13
4514,600,12
4515,200,4
4516,450,9
4517,450,9
4518,950,19
4519,900,18
4520,3600,72
4521,750,15
4522,250,5
4523,650,13
4524,150,3
4525,150,3
4526,100,2
4527,450,9
4528,450,9
4529,250,5
4530,750,15
4531,550,11
4532,200,4
4533,900,18
4534,100,2
4535,850,17
4536,450,9
4537,600,12
4538,100,2
4539,350,7
4540,450,9
4541,500,10
4542,400,8
4543,1200,24
4544,550,11
4545,450,9
4546,650,13
4547,100,2
4548,950,19
4549,800,16
4550,300,6
4551,550,11
4552,300,6
4553,1700,34
4554,1050,21
4555,250,5
4556,150,3
4557,1050,21
4558,150,3
4559,1950,39
4560,700,14
4561,1600,32
4562,250,5
4563,1050,21
4564,800,16
4565,500,10
4566,1050,21
4567,200,4
4568,750,15
4569,700,14
4570,1750,35
4571,100,2
4572,250,5
4573,650,13
4574,200,4
4575,600,12
4576,650,13
4577,950,19
4578,150,3
4579,1200,24
4580,350,7
4581,550,11
4582,1850,37
4583,200,4
4584,250,5
4585,300,6
4586,900,18
4587,400,8
4588,450,9
4589,150,3
4590,700,14
4591,100,2
4592,2050,41
4593,2000,40
4594,1000,20
4595,1000,20
4596,1000,20
4597,1000,20
4598,100,2
4599,450,9
4600,1450,29
4601,1150,23
4602,2050,41
4603,1350,27
4604,350,7
4605,1450,29
4606,250,5
4607,400,8
4608,400,8
4609,100,2
4610,2350,47
4611,750,15
4612,950,19
4613,1300,26
4614,1000,20
4615,800,16
4616,900,18
4617,1900,38
4618,950,19
4619,350,7
4620,100,2
4621,650,13
4622,150,3
4623,300,6
4624,300,6
4625,400,8
4626,700,14
4627,1350,27
4628,3350,67
4629,750,15
4630,100,2
4631,850,17
4632,900,18
4633,1250,25
4634,150,3
4635,1400,28
4636,700,14
4637,4000,80
4638,350,7
4639,350,7
4640,250,5
4641,1400,28
4642,1600,32
4643,150,3
4644,250,5
4645,650,13
4646,1100,22
4647,4450,89
4648,1800,36
4649,100,2
4650,150,3
4651,350,7
4652,2300,46
4653,400,8
4654,300,6
4655,200,4
4656,1050,21
4657,300,6
4658,400,8
4659,600,12
4660,100,2
4661,600,12
4662,550,11
4663,300,6
4664,900,18
4665,400,8
4666,700,14
4667,250,5
4668,1400,28
4669,450,9
4670,1500,30
4671,750,15
4672,100,2
4673,450,9
4674,850,17
4675,1000,20
4676,1300,26
4677,200,4
4678,450,9
4679,300,6
4680,2000,40
4681,500,10
4682,1150,23
4683,450,9
4684,100,2
4685,1600,32
4686,1250,25
4687,100,2
4688,800,16
4689,350,7
4690,1050,21
4691,400,8
4692,800,16
4693,100,2
4694,500,10
4695,2200,44
4696,300,6
4697,650,13
4698,650,13
4699,800,16
4700,300,6
4701,150,3
4702,500,10
4703,800,16
4704,750,15
4705,300,6
4706,400,8
4707,150,3
4708,300,6
4709,1700,34
4710,800,16
4711,700,14
4712,1000,20
4713,100,2
4714,100,2
4715,1800,36
4716,100,2
4717,250,5
4718,350,7
4719,200,4
4720,400,8
4721,500,10
4722,700,14
4723,250,5
4724,550,11
4725,850,17
4726,450,9
4727,450,9
4728,700,14
4729,1900,38
4730,350,7
4731,400,8
4732,300,6
4733,200,4
4734,1100,22
4735,400,8
4736,1100,22
4737,200,4
4738,1550,31
4739,400,8
4740,400,8
4741,450,9
4742,850,17
4743,2150,43
4744,1400,28
4745,1500,30
4746,500,10
4747,800,16
4748,2150,43
4749,350,7
4750,150,3
4751,200,4
4752,1250,25
4753,250,5
4754,1300,26
4755,1050,21
4756,1350,27
4757,400,8
4758,300,6
4759,850,17
4760,1600,32
4761,1500,30
4762,350,7
4763,2200,44
4764,600,12
4765,2300,46
4766,150,3
4767,100,2
4768,750,15
4769,850,17
4770,700,14
4771,1350,27
4772,1150,23
4773,800,16
4774,500,10
4775,800,16
4776,200,4
4777,100,2
4778,1050,21
4779,200,4
4780,100,2
4781,1950,39
4782,550,11
4783,100,2
4784,2100,42
4785,550,11
4786,350,7
4787,900,18
4788,250,5
4789,1400,28
4790,150,3
4791,1450,29
4792,250,5
4793,150,3
4794,700,14
4795,100,2
4796,200,4
4797,300,6
4798,1400,28
4799,200,4
4800,650,13
4801,1050,21
4802,500,10
4803,100,2
4804,100,2
4805,100,2
4806,2200,44
4807,300,6
4808,400,8
4809,500,10
4810,800,16
4811,650,13
4812,450,9
4813,300,6
4814,400,8
4815,200,4
4816,1600,32
4817,250,5
4818,300,6
4819,1100,22
4820,150,3
4821,550,11
4822,750,15
4823,1000,20
4824,950,19
4825,1050,21
4826,950,19
4827,250,5
4828,200,4
4829,300,6
4830,2150,43
4831,100,2
4832,100,2
4833,1950,39
4834,200,4
4835,100,2
4836,500,10
4837,1500,30
4838,200,4
4839,900,18
4840,1450,29
4841,1550,31
4842,1650,33
4843,1450,29
4844,850,17
4845,100,2
4846,500,10
4847,650,13
4848,200,4
4849,1000,20
4850,200,4
4851,300,6
4852,400,8
4853,450,9
4854,550,11
4855,450,9
4856,900,18
4857,1200,24
4858,100,2
4859,250,5
4860,750,15
4861,250,5
4862,400,8
4863,600,12
4864,1150,23
4865,100,2
4866,1700,34
4867,100,2
4868,1100,22
4869,300,6
4870,450,9
4871,100,2
4872,250,5
4873,100,2
4874,500,10
4875,400,8
4876,200,4
4877,900,18
4878,1200,24
4879,200,4
4880,1150,23
4881,150,3
4882,100,2
4883,2250,45
4884,450,9
4885,200,4
4886,1650,33
4887,400,8
4888,450,9
4889,500,10
4890,350,7
4891,800,16
4892,200,4
4893,1100,22
4894,300,6
4895,600,12
4896,350,7
4897,200,4
4898,2050,41
4899,800,16
4900,350,7
4901,600,12
4902,300,6
4903,650,13
4904,1550,31
4905,800,16
4906,400,8
4907,2200,44
4908,1500,30
4909,1300,26
4910,1050,21
4911,100,2
4912,950,19
4913,700,14
4914,1100,22
4915,100,2
4916,300,6
4917,300,6
4918,100,2
4919,250,5
4920,650,13
4921,900,18
4922,100,2
4923,200,4
4924,150,3
4925,250,5
4926,900,18
4927,850,17
4928,1000,20
4929,850,17
4930,950,19
4931,100,2
4932,400,8
4933,550,11
4934,700,14
4935,800,16
4936,650,13
4937,1250,25
4938,150,3
4939,150,3
4940,700,14
4941,850,17
4942,400,8
4943,400,8
4944,500,10
4945,200,4
4946,400,8
4947,550,11
4948,250,5
4949,1800,36
4950,500,10
4951,400,8
4952,350,7
4953,150,3
4954,450,9
4955,200,4
4956,400,8
4957,3500,70
4958,650,13
4959,1200,24
4960,800,16
4961,150,3
4962,800,16
4963,600,12
4964,1800,36
4965,250,5
4966,850,17
4967,1300,26
4968,200,4
4969,150,3
4970,200,4
4971,350,7
4972,550,11
4973,550,11
4974,550,11
4975,200,4
4976,100,2
4977,550,11
4978,250,5
4979,750,15
4980,400,8
4981,300,6
4982,150,3
4983,200,4
4984,850,17
4985,1200,24
4986,1050,21
4987,900,18
4988,650,13
4989,700,14
4990,500,10
4991,150,3
4992,1000,20
4993,450,9
4994,200,4
4995,2650,53
4996,450,9
4997,200,4
4998,200,4
4999,150,3
5000,2300,46
5001,1150,23
5002,100,2
5003,150,3
5004,1600,32
5005,900,18
5006,500,10
5007,1900,38
5008,250,5
5009,550,11
5010,400,8
5011,450,9
5012,150,3
5013,350,7
5014,550,11
5015,1200,24
5016,1150,23
5017,2400,48
5018,1250,25
5019,950,19
5020,500,10
5021,450,9
5022,1900,38
5023,1850,37
5024,350,7
5025,800,16
5026,250,5
5027,1750,35
5028,200,4
5029,1450,29
5030,2750,55
5031,400,8
5032,250,5
5033,1300,26
5034,200,4
5035,250,5
5036,150,3
5037,1850,37
5038,450,9
5039,1350,27
5040,1300,26
5041,900,18
5042,250,5
5043,250,5
5044,550,11
5045,450,9
5046,650,13
5047,550,11
5048,200,4
5049,250,5
5050,500,10
5051,150,3
5052,700,14
5053,750,15
5054,1450,29
5055,200,4
5056,500,10
5057,1200,24
5058,100,2
5059,550,11
5060,1950,39
5061,350,7
5062,150,3
5063,600,12
5064,450,9
5065,200,4
5066,200,4
5067,100,2
5068,650,13
5069,450,9
5070,100,2
5071,800,16
5072,800,16
5073,150,3
5074,400,8
5075,500,10
5076,1450,29
5077,250,5
5078,350,7
5079,250,5
5080,950,19
5081,1000,20
5082,200,4
5083,1200,24
5084,700,14
5085,450,9
5086,1000,20
5087,650,13
5088,100,2
5089,400,8
5090,250,5
5091,1100,22
5092,600,12
5093,350,7
5094,550,11
5095,600,12
5096,500,10
5097,2750,55
5098,850,17
5099,150,3
5100,150,3
5101,1100,22
5102,1350,27
5103,1200,24
5104,2200,44
5105,700,14
5106,600,12
5107,300,6
5108,1350,27
5109,2800,56
5110,2200,44
5111,800,16
5112,1000,20
5113,150,3
5114,400,8
5115,350,7
5116,400,8
5117,750,15
5118,300,6
5119,200,4
5120,1400,28
5121,550,11
5122,150,3
5123,450,9
5124,150,3
5125,100,2
5126,700,14
5127,350,7
5128,200,4
5129,800,16
5130,2000,40
5131,500,10
5132,1450,29
5133,200,4
5134,900,18
5135,750,15
5136,300,6
5137,1100,22
5138,1050,21
5139,300,6
5140,850,17
5141,600,12
5142,950,19
5143,1200,24
5144,1550,31
5145,1600,32
5146,750,15
5147,2050,41
5148,1950,39
5149,550,11
5150,200,4
5151,100,2
5152,400,8
5153,150,3
5154,2550,51
5155,450,9
5156,100,2
5157,250,5
5158,5900,118
5159,350,7
5160,350,7
5161,2550,51
5162,750,15
5163,100,2
5164,1350,27
5165,200,4
5166,350,7
5167,1250,25
5168,300,6
5169,700,14
5170,1400,28
5171,400,8
5172,400,8
5173,650,13
5174,300,6
5175,350,7
5176,600,12
5177,1150,23
5178,800,16
5179,1300,26
5180,400,8
5181,300,6
5182,550,11
5183,300,6
5184,800,16
5185,600,12
5186,700,14
5187,1250,25
5188,1050,21
5189,1950,39
5190,100,2
5191,600,12
5192,450,9
5193,1700,34
5194,600,12
5195,100,2
5196,450,9
5197,200,4
5198,200,4
5199,1150,23
5200,600,12
5201,800,16
5202,1900,38
5203,1100,22
5204,500,10
5205,450,9
5206,1650,33
5207,1150,23
5208,250,5
5209,600,12
5210,650,13
5211,750,15
5212,900,18
5213,650,13
5214,1250,25
5215,450,9
5216,700,14
5217,1650,33
5218,1400,28
5219,1400,28
5220,1200,24
5221,1850,37
5222,350,7
5223,850,17
5224,2700,54
5225,250,5
5226,650,13
5227,200,4
5228,300,6
5229,250,5
5230,300,6
5231,100,2
5232,400,8
5233,700,14
5234,1000,20
5235,650,13
5236,1450,29
5237,200,4
5238,200,4
5239,3750,75
5240,850,17
5241,100,2
5242,900,18
5243,650,13
5244,650,13
5245,150,3
5246,600,12
5247,250,5
5248,800,16
5249,1100,22
5250,1900,38
5251,1050,21
5252,100,2
5253,700,14
5254,100,2
5255,100,2
5256,700,14
5257,250,5
5258,600,12
5259,750,15
5260,250,5
5261,1200,24
5262,300,6
5263,350,7
5264,200,4
5265,1150,23
5266,600,12
5267,300,6
5268,1050,21
5269,650,13
5270,650,13
5271,400,8
5272,250,5
5273,700,14
5274,100,2
5275,200,4
5276,500,10
5277,1150,23
5278,750,15
5279,550,11
5280,450,9
5281,300,6
5282,3500,70
5283,800,16
5284,1850,37
5285,300,6
5286,100,2
5287,350,7
5288,150,3
5289,250,5
5290,200,4
5291,1850,37
5292,1800,36
5293,100,2
5294,700,14
5295,550,11
5296,300,6
5297,100,2
5298,100,2
5299,300,6
5300,500,10
5301,700,14
5302,350,7
5303,550,11
5304,150,3
5305,1200,24
5306,1500,30
5307,450,9
5308,1850,37
5309,200,4
5310,450,9
5311,1700,34
5312,200,4
5313,350,7
5314,100,2
5315,600,12
5316,350,7
5317,2500,50
5318,150,3
5319,950,19
5320,100,2
5321,800,16
5322,150,3
5323,3650,73
5324,550,11
5325,1500,30
5326,250,5
5327,200,4
5328,1250,25
5329,200,4
5330,3750,75
5331,250,5
5332,1600,32
5333,100,2
5334,400,8
5335,900,18
5336,800,16
5337,750,15
5338,100,2
5339,650,13
5340,1550,31
5341,750,15
5342,350,7
5343,250,5
5344,150,3
5345,100,2
5346,400,8
5347,500,10
5348,100,2
5349,200,4
5350,800,16
5351,100,2
5352,200,4
5353,350,7
5354,250,5
5355,250,5
5356,550,11
5357,400,8
5358,200,4
5359,200,4
5360,150,3
5361,750,15
5362,200,4
5363,750,15
5364,200,4
5365,550,11
5366,1700,34
5367,550,11
5368,1050,21
5369,300,6
5370,1650,33
5371,300,6
5372,650,13
5373,250,5
5374,2200,44
5375,1050,21
5376,250,5
5377,1150,23
5378,750,15
5379,100,2
5380,550,11
5381,650,13
5382,2300,46
5383,400,8
5384,850,17
5385,550,11
5386,1200,24
5387,650,13
5388,1300,26
5389,1550,31
5390,250,5
5391,850,17
5392,550,11
5393,600,12
5394,150,3
5395,150,3
5396,550,11
5397,1600,32
5398,100,2
5399,1150,23
5400,150,3
5401,1500,30
5402,100,2
5403,200,4
5404,850,17
5405,450,9
5406,400,8
5407,400,8
5408,550,11
5409,550,11
5410,650,13
5411,600,12
5412,250,5
5413,2600,52
5414,500,10
5415,200,4
5416,450,9
5417,500,10
5418,300,6
5419,850,17
5420,100,2
5421,250,5
5422,350,7
5423,150,3
5424,150,3
5425,500,10
5426,300,6
5427,350,7
5428,1150,23
5429,2400,48
5430,1250,25
5431,1150,23
5432,650,13
5433,350,7
5434,400,8
5435,200,4
5436,650,13
5437,650,13
5438,2050,41
5439,1300,26
5440,150,3
5441,450,9
5442,100,2
5443,1200,24
5444,200,4
5445,1600,32
5446,100,2
5447,800,16
5448,250,5
5449,200,4
5450,500,10
5451,850,17
5452,950,19
5453,1800,36
5454,500,10
5455,2150,43
5456,1350,27
5457,1550,31
5458,450,9
5459,400,8
5460,250,5
5461,1150,23
5462,750,15
5463,1650,33
5464,650,13
5465,200,4
5466,650,13
5467,1050,21
5468,250,5
5469,500,10
5470,100,2
5471,1150,23
5472,200,4
5473,550,11
5474,150,3
5475,350,7
5476,500,10
5477,100,2
5478,5650,113
5479,500,10
5480,1150,23
5481,200,4
5482,2250,45
5483,600,12
5484,1300,26
5485,350,7
5486,2200,44
5487,600,12
5488,1350,27
5489,800,16
5490,900,18
5491,650,13
5492,850,17
5493,100,2
5494,200,4
5495,700,14
5496,500,10
5497,850,17
5498,150,3
5499,1950,39
5500,150,3
5501,400,8
5502,750,15
5503,350,7
5504,300,6
5505,700,14
5506,1950,39
5507,100,2
5508,550,11
5509,150,3
5510,1400,28
5511,150,3
5512,150,3
5513,100,2
5514,900,18
5515,400,8
5516,100,2
5517,250,5
5518,450,9
5519,450,9
5520,100,2
5521,150,3
5522,250,5
5523,300,6
5524,250,5
5525,650,13
5526,550,11
5527,550,11
5528,1000,20
5529,300,6
5530,700,14
5531,350,7
5532,500,10
5533,700,14
5534,100,2
5535,1000,20
5536,450,9
5537,2600,52
5538,250,5
5539,1500,30
5540,150,3
5541,1950,39
5542,600,12
5543,1300,26
5544,250,5
5545,2050,41
5546,1200,24
5547,1400,28
5548,500,10
5549,1100,22
5550,100,2
5551,150,3
5552,250,5
5553,200,4
5554,500,10
5555,350,7
5556,450,9
5557,300,6
5558,800,16
5559,300,6
5560,200,4
5561,1850,37
5562,500,10
5563,150,3
5564,1050,21
5565,1250,25
5566,450,9
5567,1000,20
5568,900,18
5569,550,11
5570,300,6
5571,550,11
5572,250,5
5573,850,17
5574,300,6
5575,1900,38
5576,300,6
5577,700,14
5578,250,5
5579,100,2
5580,200,4
5581,450,9
5582,550,11
5583,1150,23
5584,700,14
5585,900,18
5586,150,3
5587,1300,26
5588,1150,23
5589,200,4
5590,600,12
5591,150,3
5592,1550,31
5593,150,3
5594,600,12
5595,150,3
5596,1500,30
5597,150,3
5598,1800,36
5599,250,5
5600,1300,26
5601,850,17
5602,400,8
5603,750,15
5604,350,7
5605,1600,32
5606,350,7
5607,1600,32
5608,250,5
5609,150,3
5610,800,16
5611,250,5
5612,150,3
5613,200,4
5614,100,2
5615,550,11
5616,100,2
5617,200,4
5618,100,2
5619,3450,69
5620,200,4
5621,150,3
5622,1300,26
5623,750,15
5624,900,18
5625,450,9
5626,750,15
5627,200,4
5628,3300,66
5629,1050,21
5630,1050,21
5631,700,14
5632,1200,24
5633,850,17
5634,1300,26
5635,600,12
5636,250,5
5637,300,6
5638,500,10
5639,850,17
5640,100,2
5641,350,7
5642,650,13
5643,2800,56
5644,500,10
5645,1350,27
5646,600,12
5647,150,3
5648,1150,23
5649,600,12
5650,1050,21
5651,500,10
5652,750,15
5653,250,5
5654,600,12
5655,100,2
5656,600,12
5657,250,5
5658,1550,31
5659,500,10
5660,900,18
5661,200,4
5662,2100,42
5663,300,6
5664,500,10
5665,700,14
5666,100,2
5667,950,19
5668,300,6
5669,650,13
5670,200,4
5671,400,8
5672,450,9
5673,1550,31
5674,300,6
5675,1050,21
5676,2250,45
5677,900,18
5678,250,5
5679,500,10
5680,100,2
5681,650,13
5682,1250,25
5683,700,14
5684,300,6
5685,1450,29
5686,550,11
5687,1550,31
5688,150,3
5689,150,3
5690,1350,27
5691,1150,23
5692,100,2
5693,850,17
5694,200,4
5695,1000,20
5696,650,13
5697,200,4
5698,250,5
5699,300,6
5700,250,5
5701,1900,38
5702,100,2
5703,550,11
5704,400,8
5705,950,19
5706,350,7
5707,800,16
5708,550,11
5709,1100,22
5710,500,10
5711,700,14
5712,1900,38
5713,1050,21
5714,2000,40
5715,100,2
5716,550,11
5717,550,11
5718,400,8
5719,1350,27
5720,200,4
5721,1350,27
5722,250,5
5723,600,12
5724,3000,60
5725,750,15
5726,300,6
5727,100,2
5728,2100,42
5729,100,2
5730,850,17
5731,150,3
5732,150,3
5733,500,10
5734,400,8
5735,800,16
5736,300,6
5737,100,2
5738,700,14
5739,1300,26
5740,150,3
5741,1100,22
5742,150,3
5743,1200,24
5744,250,5
5745,800,16
5746,600,12
5747,400,8
5748,1000,20
5749,700,14
5750,450,9
5751,450,9
5752,1650,33
5753,1900,38
5754,200,4
5755,200,4
5756,650,13
5757,550,11
5758,750,15
5759,150,3
5760,900,18
5761,1200,24
5762,1200,24
5763,950,19
5764,200,4
5765,650,13
5766,200,4
5767,150,3
5768,1250,25
5769,1250,25
5770,350,7
5771,700,14
5772,100,2
5773,1100,22
5774,950,19
5775,250,5
5776,150,3
5777,200,4
5778,200,4
5779,300,6
5780,2250,45
5781,850,17
5782,1150,23
5783,250,5
5784,100,2
5785,300,6
5786,550,11
5787,150,3
5788,1000,20
5789,100,2
5790,100,2
5791,300,6
5792,1400,28
5793,250,5
5794,1850,37
5795,100,2
5796,250,5
5797,550,11
5798,650,13
5799,550,11
5800,450,9
5801,100,2
5802,750,15
5803,700,14
5804,250,5
5805,950,19
5806,700,14
5807,100,2
5808,100,2
5809,550,11
5810,750,15
5811,250,5
5812,500,10
5813,200,4
5814,1250,25
5815,950,19
5816,1600,32
5817,100,2
5818,100,2
5819,350,7
5820,150,3
5821,300,6
5822,600,12
5823,350,7
5824,1050,21
5825,4150,83
5826,650,13
5827,2650,53
5828,150,3
5829,100,2
5830,450,9
5831,2050,41
5832,250,5
5833,100,2
5834,1400,28
5835,100,2
5836,100,2
5837,150,3
5838,1200,24
5839,250,5
5840,100,2
5841,350,7
5842,650,13
5843,100,2
5844,100,2
5845,700,14
5846,350,7
5847,900,18
5848,400,8
5849,150,3
5850,350,7
5851,1900,38
5852,300,6
5853,650,13
5854,650,13
5855,400,8
5856,200,4
5857,350,7
5858,700,14
5859,400,8
5860,350,7
5861,300,6
5862,1200,24
5863,600,12
5864,200,4
5865,150,3
5866,1500,30
5867,1500,30
5868,800,16
5869,750,15
5870,300,6
5871,450,9
5872,1800,36
5873,1150,23
5874,100,2
5875,2000,40
5876,800,16
5877,250,5
5878,1100,22
5879,1000,20
5880,4700,94
5881,650,13
5882,700,14
5883,1800,36
5884,450,9
5885,450,9
5886,400,8
5887,450,9
5888,450,9
5889,300,6
5890,400,8
5891,100,2
5892,250,5
5893,750,15
5894,2200,44
5895,400,8
5896,100,2
5897,400,8
5898,250,5
5899,800,16
5900,100,2
5901,600,12
5902,2100,42
5903,400,8
5904,1400,28
5905,100,2
5906,200,4
5907,900,18
5908,1200,24
5909,750,15
5910,250,5
5911,100,2
5912,1350,27
5913,700,14
5914,2000,40
5915,750,15
5916,700,14
5917,550,11
